date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:25	5253/5253	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1485%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/joiful.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/joiful.svg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:25	49136/49136	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:20:26%20GMT	https://www.intellectsoft.net/cases/joiful	C:/My%20Web%20Sites/clones/www.intellectsoft.net/cases/joiful.html	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:25	31422/31422	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-7abe%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-success/retail-chain-software-1x.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-success/retail-chain-software-1x.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:26	31422/31422	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-7abe%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-success/retail-chain-software-2x.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-success/retail-chain-software-2x.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:26	1519/1519	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-5ef%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/retail-chain-software.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/retail-chain-software.svg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:27	45421/45421	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:20:28%20GMT	https://www.intellectsoft.net/cases/retail-chain-software	C:/My%20Web%20Sites/clones/www.intellectsoft.net/cases/retail-chain-software.html	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:27	3178/3178	---M--	200	added ('OK')	image/png	etag:%22623acea7-c6a%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/android-app-for-luxury-resorts-and-entertainment-operator.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/android-app-for-luxury-resorts-and-entertainment-operator.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:28	1778/1778	---M--	200	added ('OK')	image/png	etag:%22623acea7-6f2%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/iot-solution-for-californian-vending-machine-manufacturer.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/iot-solution-for-californian-vending-machine-manufacturer.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:28	3280/3280	---M--	200	added ('OK')	image/png	etag:%22623acea7-cd0%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/joiful.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/joiful.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:29	1935/1935	---M--	200	added ('OK')	image/png	etag:%22623acea7-78f%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/retail-chain-software.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/retail-chain-software.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:30	332267/332267	---M--	200	added ('OK')	image/png	etag:%22623acea7-511eb%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/construction-m.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/construction-m.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:30	65923/65923	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-10183%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/construction.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/construction.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:31	42269/42269	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-a51d%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/healthcare.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/healthcare.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:31	35751/35751	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-8ba7%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/insurance.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/insurance.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:32	32424/32424	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-7ea8%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/retail.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/retail.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:33	40755/40755	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-9f33%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/travel.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/travel.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:35	76651/76651	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-12b6b%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/sports.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/sports.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:36	51171/51171	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-c7e3%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/fintech.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/fintech.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:39	123719/123719	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-1e347%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/iot.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/iot.jpg	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:41	131764/131764	---M--	200	added ('OK')	image/png	etag:%22623acea7-202b4%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/healthcare-m.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/healthcare-m.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:42	160502/160502	---M--	200	added ('OK')	image/png	etag:%22623acea7-272f6%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/insurance-m.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/insurance-m.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:45	157788/157788	---M--	200	added ('OK')	image/png	etag:%22623acea7-2685c%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/retail-m.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/retail-m.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:47	201509/201509	---M--	200	added ('OK')	image/png	etag:%22623acea7-31325%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/travel-m.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/travel-m.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:20:51	435909/435909	---M--	200	added ('OK')	image/png	etag:%22623acea7-6a6c5%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/sports-m.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/sports-m.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:11	222989/222989	---M--	200	added ('OK')	image/png	etag:%22623acea7-3670d%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/fintech-m.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/fintech-m.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:38	1908/1908	---M--	200	added ('OK')	image/png	etag:%22623acea7-774%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/languages/java.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/languages/java.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:39	2020/2020	---M--	200	added ('OK')	image/png	etag:%22623acea7-7e4%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/languages/kotlin.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/languages/kotlin.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:40	1786/1786	---M--	200	added ('OK')	image/png	etag:%22623acea7-6fa%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/languages/javascript.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/languages/javascript.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:40	829/829	---M--	200	added ('OK')	image/png	etag:%22623acea7-33d%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/languages/xml.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/languages/xml.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:40	1830/1830	---M--	200	added ('OK')	image/png	etag:%22623acea7-726%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/sqlite.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/sqlite.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:41	2636/2636	---M--	200	added ('OK')	image/png	etag:%22623acea7-a4c%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/realm.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/realm.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:41	2918/2918	---M--	200	added ('OK')	image/png	etag:%22623acea7-b66%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/redis.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/redis.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:41	3374/3374	---M--	200	added ('OK')	image/png	etag:%22623acea7-d2e%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/mongodb.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/mongodb.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:42	1555/1555	---M--	200	added ('OK')	image/png	etag:%22623acea7-613%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/elasticsearch.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/database/elasticsearch.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:42	1661/1661	---M--	200	added ('OK')	image/png	etag:%22623acea7-67d%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/tools/sdk.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/tools/sdk.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:43	1842/1842	---M--	200	added ('OK')	image/png	etag:%22623acea7-732%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/tools/ndk.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/tools/ndk.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:43	2756/2756	---M--	200	added ('OK')	image/png	etag:%22623acea7-ac4%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/ide/studio.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/ide/studio.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:44	1398/1398	---M--	200	added ('OK')	image/png	etag:%22623acea7-576%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/retrofit.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/retrofit.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:44	1944/1944	---M--	200	added ('OK')	image/png	etag:%22623acea7-798%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/reactnative.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/reactnative.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:45	2297/2297	---M--	200	added ('OK')	image/png	etag:%22623acea7-8f9%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/volley.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/volley.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:45	2240/2240	---M--	200	added ('OK')	image/png	etag:%22623acea7-8c0%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/dagger.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/dagger.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:46	1799/1799	---M--	200	added ('OK')	image/png	etag:%22623acea7-707%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/gradle.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/gradle.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:46	1996/1996	---M--	200	added ('OK')	image/png	etag:%22623acea7-7cc%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/glide.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/glide.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:47	764/764	---M--	200	added ('OK')	image/png	etag:%22623acea7-2fc%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/picasso.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/picasso.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:47	760/760	---M--	200	added ('OK')	image/png	etag:%22623acea7-2f8%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/dexter.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/dexter.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:47	2059/2059	---M--	200	added ('OK')	image/png	etag:%22623acea7-80b%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/junit.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/junit.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:48	1820/1820	---M--	200	added ('OK')	image/png	etag:%22623acea7-71c%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/espresso.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/espresso.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:48	2487/2487	---M--	200	added ('OK')	image/png	etag:%22623acea7-9b7%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/roboletric.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/roboletric.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:49	2691/2691	---M--	200	added ('OK')	image/png	etag:%22623acea7-a83%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/mockito.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/mockito.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:49	1447/1447	---M--	200	added ('OK')	image/png	etag:%22623acea7-5a7%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/rails.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/rails.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:49	1909/1909	---M--	200	added ('OK')	image/png	etag:%22623acea7-775%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/trailblazer.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/trailblazer.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:50	2334/2334	---M--	200	added ('OK')	image/png	etag:%22623acea7-91e%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/hanami.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/hanami.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:50	2295/2295	---M--	200	added ('OK')	image/png	etag:%22623acea7-8f7%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/rspec.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/frameworks/rspec.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:51	3231/3231	---M--	200	added ('OK')	image/png	etag:%22623acea7-c9f%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/libraries/tensorflow.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/libraries/tensorflow.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:51	0/-1	---M--	301	error ('')			https://www.intellectsoft.net/platforms/ar-construction	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/ar-construction.208.delayed	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:51	2182/2182	---M--	200	added ('OK')	image/png	etag:%22623acea7-886%22	https://www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/libraries/arcore.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/technologies/android/stack/libraries/arcore.png	(from https://www.intellectsoft.net/services/android-app-development-services)
15:21:52	95751/95751	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-17607%22	https://www.intellectsoft.net/assets/cbef7669/img/case-studies-bg.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/case-studies-bg.jpg	(from https://www.intellectsoft.net/technologies/windows-phone-development-services)
15:21:52	0/-1	---M--	301	error ('')			https://www.intellectsoft.net/platforms/ar-construction	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/ar-construction.20b.delayed	(from https://www.intellectsoft.net/technologies/windows-phone-development-services)
15:21:52	0/-1	---M--	301	error ('')			https://www.intellectsoft.net/platforms/ar-construction	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/ar-construction.20c.delayed	(from https://www.intellectsoft.net/technologies/hybrid-development)
15:21:57	335277/335277	---M--	200	added ('OK')	image/png	etag:%225f4f602d-51dad%22	https://www.intellectsoft.net/upload/images/services/35b47eb56808cf25c8b6c6fdcb3c8e58f2b890e1d8f5dcd97eaf9946fb196010.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/upload/images/services/35b47eb56808cf25c8b6c6fdcb3c8e58f2b890e1d8f5dcd97eaf9946fb196010.png	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:01	1973/1973	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-7b5%22	https://www.intellectsoft.net/assets/cbef7669/img/product/AF.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/product/AF.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:04	16235/16235	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-3f6b%22	https://www.intellectsoft.net/assets/cbef7669/img/product/Nestle.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/product/Nestle.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:17	254543/254543	---M--	200	added ('OK')	image/png	etag:%22623acea7-3e24f%22	https://www.intellectsoft.net/assets/cbef7669/img/Group298.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/Group298.png	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:18	171628/171628	---M--	200	added ('OK')	image/png	etag:%22623acea7-29e6c%22	https://www.intellectsoft.net/assets/cbef7669/img/Group524.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/Group524.png	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:22	3342587/3342587	---M--	200	added ('OK')	application/pdf	etag:W/%223300fb-17e92470599%22	https://www.intellectsoft.net/static/24/data/Mobile_App_eBook.pdf	C:/My%20Web%20Sites/clones/www.intellectsoft.net/static/24/data/Mobile_App_eBook.pdf	(from https://www.intellectsoft.net/technologies/windows-phone-development-services)
15:22:24	2619/2619	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-a3b%22	https://www.intellectsoft.net/assets/cbef7669/img/dedicated/Group18.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/dedicated/Group18.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:25	1272/1272	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-4f8%22	https://www.intellectsoft.net/assets/cbef7669/img/dedicated/Group19.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/dedicated/Group19.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:26	3295/3295	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-cdf%22	https://www.intellectsoft.net/assets/cbef7669/img/dedicated/Group20.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/dedicated/Group20.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:26	474/474	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1da%22	https://www.intellectsoft.net/assets/cbef7669/img/dedicated/1.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/dedicated/1.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:27	994/994	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-3e2%22	https://www.intellectsoft.net/assets/cbef7669/img/dedicated/2.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/dedicated/2.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:27	1098/1098	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-44a%22	https://www.intellectsoft.net/assets/cbef7669/img/dedicated/3.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/dedicated/3.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:28	1890/1890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-762%22	https://www.intellectsoft.net/assets/cbef7669/img/dedicated/Group21.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/dedicated/Group21.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:28	1254/1254	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-4e6%22	https://www.intellectsoft.net/assets/cbef7669/img/dedicated/Group22.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/dedicated/Group22.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:29	6159/6159	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-180f%22	https://www.intellectsoft.net/assets/cbef7669/img/dedicated/Group23.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/dedicated/Group23.svg	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:29	0/-1	---M--	301	error ('')			https://www.intellectsoft.net/platforms/ar-construction	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/ar-construction.21c.delayed	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:31	123486/123486	---M--	200	added ('OK')	image/png	etag:%22623acea7-1e25e%22	https://www.intellectsoft.net/assets/cbef7669/img/Group620.png	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/Group620.png	(from https://www.intellectsoft.net/services/dedicated-development-team)
15:22:31	145043/145043	---M--	200	added ('OK')	image/jpeg	etag:%225ac372fa-23693%22	https://www.intellectsoft.net/upload/images/services/43eb048b4509bc1b759669c9d25e128ff0268fa2a804d56623d691af78a6d140.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/upload/images/services/43eb048b4509bc1b759669c9d25e128ff0268fa2a804d56623d691af78a6d140.jpg	(from https://www.intellectsoft.net/services/it-consulting-services)
15:22:32	59883/59883	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-e9eb%22	https://www.intellectsoft.net/assets/cbef7669/img/services/it-consulting/enterprise_mini.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/services/it-consulting/enterprise_mini.jpg	(from https://www.intellectsoft.net/services/it-consulting-services)
15:22:33	54844/54844	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-d63c%22	https://www.intellectsoft.net/assets/cbef7669/img/services/it-consulting/it-strategy_mini.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/services/it-consulting/it-strategy_mini.jpg	(from https://www.intellectsoft.net/services/it-consulting-services)
15:22:34	1684/1684	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-694%22	https://www.intellectsoft.net/assets/cbef7669/img/svg-animated/line-dops-first.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/svg-animated/line-dops-first.svg	(from https://www.intellectsoft.net/services/it-consulting-services)
15:22:34	69251/69251	---M--	200	added ('OK')	image/jpeg	etag:%22623acea7-10e83%22	https://www.intellectsoft.net/assets/cbef7669/img/services/it-consulting/software_mini.jpg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/services/it-consulting/software_mini.jpg	(from https://www.intellectsoft.net/services/it-consulting-services)
15:22:34	1693/1693	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-69d%22	https://www.intellectsoft.net/assets/cbef7669/img/svg-animated/line-dops-second.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/svg-animated/line-dops-second.svg	(from https://www.intellectsoft.net/services/it-consulting-services)
15:22:35	1693/1693	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-69d%22	https://www.intellectsoft.net/assets/cbef7669/img/svg-animated/line-dops-third.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/svg-animated/line-dops-third.svg	(from https://www.intellectsoft.net/services/it-consulting-services)
